01,02,z,zzbz
06,15,z,zznzzzzzzzzzzzzzzzzz
06,09,j,jjjjjwjjm
02,03,h,glghhh
16,17,r,rhhdnrjrrbrgnrqjb
02,12,j,jzjjchndjjbcfhmqkmn
01,04,n,dnnn
07,12,w,wswwwqmswqwcl
03,05,g,ggvgz
01,03,c,ccccmczccq
04,08,k,rhckkkkksvkdkmkkvbrk
07,11,j,gjwjhjjpsfqxnjd
03,04,n,ndnjn
03,04,b,gsbhb
04,05,z,zzzzzz
02,12,f,zltmcbkcvlsfjsm
08,11,g,gggggggtxgmg
08,11,l,lllllllllllll
01,18,d,ddmlltqflhkpjdxrwdn
03,04,h,hdhhh
03,11,w,djwsxklbrbptcfcwcrch
07,09,m,hshmlmmmmv
11,17,d,dtcdddddhdjprmqdjb
03,06,c,ccjccccv
12,16,r,rrrrrrrrrrrrrrrrr
04,05,p,hvpnc
02,11,z,zzznvrzzvzzz
06,07,s,szfswss
19,20,p,pppppppppppppppppppp
01,11,b,bzkqmnbbwmkczz
15,17,d,ddddddddddddddddd
05,12,s,xsskshskfvkrmsssv
02,17,r,rrrrrrrrlrzrrwrrr
05,08,c,cccclccn
07,11,k,fnktjpzbcckjnqvmmnl
04,05,c,cdzhcfvsc
02,08,f,mfsfrfbs
11,12,r,rqhjgnsrrrlj
05,07,r,vbfjpzrr
02,04,d,dwjl
05,09,f,ddffrrfffffnfjr
01,12,h,whghdlghthlxjmg
05,18,p,lpppqplhsxpppppppqx
09,13,q,xqkzksbsrgsqq
13,15,l,llllllllllllllll
09,11,p,whpfjshkxcjf
06,07,g,gggggfbg
10,11,b,bbbbbbtbbbb
02,04,n,tnhn
12,13,q,fqqqqqqqqqxfvvqq
06,07,d,ctddrqw
06,08,n,nzwnnzvnnnnrr
10,14,w,qjlxjwdqzgthzs
06,14,n,qnpznqnqdmnnnmcmqrbh
06,19,r,lrrmrprlrbrpztrrrrr
03,07,p,pwppghpp
06,12,l,llllllllhllllllll
11,12,n,nnznnnhnnnnn
17,19,b,bbnbbbbbbbbbbbbbrbj
08,11,d,dfddfdxdddd
04,05,w,wwwxl
02,08,v,xzvvvvvcvbvlz
06,07,t,ktttwct
02,04,l,wltlc
05,12,d,kqmpddtfzlfddsd
03,04,r,rrrg
01,04,k,dkks
03,06,v,vvtvvh
14,15,c,ccscchbcccccccc
02,08,v,svvvhsvv
11,14,g,gggggggggggggggp
08,10,v,vvvvvvvvvvv
07,13,g,gggggggggccggg
08,10,v,vvvvvvpvvv
01,03,d,dddd
05,06,w,vrnpcw
09,12,w,wwgwfwwwwgmw
07,11,w,wwwwwwwwwwww
01,04,f,fwft
06,08,n,cnnbpnnnctnnvnldnj
08,17,r,jrrmrrrfrrdrrjrsdr
05,07,r,rrrrhrtr
05,06,z,nxwtzzwlsmngkjzjgs
05,06,q,qqqqqq
04,05,c,sskrxc
03,09,f,sjfstwfpffcdhfftbfvt
01,04,z,zzzzzzzzzzzzzzzzzzz
05,06,f,xmnfffb
01,03,z,nzdzzz
08,13,s,sgsgbsssbsbsssk
05,07,v,vlbqjhrmbvw
09,10,w,wwwwwwwwgfwxwwwjwwww
05,07,n,nkvqnnnn
03,14,b,mzkkbbcbbmgxvbp
18,19,h,hhhhhhhhhhhhwhhhhhh
03,06,g,ggjvggggm
11,14,c,ccccjclccccdcccncc
05,07,x,xlckxxx
02,05,l,lrlll
10,12,t,tttttdtttztjt
01,04,c,cpkctsjp
06,11,c,cccccccccccc
06,08,f,cffvnrkfqmfffr
08,10,c,cccmcccccc
02,04,m,fdhdkxfmlz
05,07,g,gggggjgggg
13,14,v,vkhvpxdthvdvnrl
06,12,c,cccgcrcchccqzsqsc
07,08,w,wwwwwwcrwm
12,15,s,smmfsspsspsswss
07,14,p,pxppsmppppppgqmpppp
06,13,z,pjzzdzshcdgzcslr
08,10,q,qqqqqqqqqqq
02,04,p,ppppp
10,15,t,hqtttttqtltvttsttt
08,10,g,qrvfmmggsr
06,07,d,dddvdvdd
03,04,q,qqkcq
01,02,l,llgwzclzl
07,08,h,hhhhhhgfhh
02,04,f,fkcpq
03,05,r,rrrrrrr
05,07,p,pppppppkppwpk
04,05,j,jgcjj
08,09,g,gggggggggggvggg
07,10,p,pplppptnpn
08,09,p,pppppppwpp
04,05,k,skkkk
11,17,f,fkkffknfspfkxffvf
03,14,x,xxmxxxxxxxxxxjxxx
02,04,r,ndjpbrgjwsfpqlnrcr
08,10,w,dgwzwwwdwtww
06,07,l,mvdftllwnzxdwhcvl
09,11,v,vvvvvvvvmvv
10,11,z,pzzzlsfzppzzzzzlz
07,08,w,wwwwwwww
03,05,r,rrprrr
10,11,z,zzzzzzzzzzzvz
07,08,q,qqqqqqzmqz
09,10,g,dggggggrqtgg
04,10,c,cccfcccccz
05,12,g,hfwkqmgxszhl
01,04,q,dqqrqq
01,10,v,qvvvvvvvgvvvv
06,07,l,rhllzllll
02,04,s,sssssq
12,16,r,rrrrrrrrrnrrrrrrrrrr
01,05,w,wgwzc
12,13,l,llhlldlmlllllll
04,08,b,bbbbbbbkb
01,05,p,ptpsp
04,06,d,mjvdld
02,06,m,mmvgtms
03,05,d,rrdfdrddzw
01,05,s,ssssss
08,11,f,qfflffffmffffffftx
02,10,x,xxxxxrxxxxvxsxvxgxwx
03,05,v,vkgqv
16,17,h,hthhhhhhhhhhhhhrh
04,05,b,bqplb
03,05,b,txbbbqsbbksmbp
16,17,q,nqjqqqqqqjdqqqqgl
04,05,x,xlxcfxx
15,16,x,xxxxxxxxxxxxxxmg
15,17,t,tkkttwttttttttttttt
06,07,v,vvvfvvvvvvvvvvvvvvvv
09,13,j,jjjjjjjzvjjjpj
06,11,s,sscsscswsfnsss
01,02,c,cnpl
17,18,v,vvvvvsvhvrvvvhvvqc
06,07,j,jjbjjjjstjg
05,14,g,gggmxgngggngggl
02,04,b,bmbwbs
11,16,v,cvrtvnvqvvcvvvvwv
16,19,c,chccgvlclcnncdfcxcn
01,02,g,rngb
05,07,j,jjjdfjjjjj
05,06,g,ggfghx
01,02,m,pmgndcmg
10,12,w,cwwwwjhznwcwswl
01,02,z,zzzzzz
04,05,z,hxmzh
01,02,t,thwxshrtldtvg
08,16,h,hhhhhhhhhhhhhhhhhhh
06,18,q,qqqqmqqqqbqxqqqqqqqq
04,05,g,gjjgq
03,12,x,txxxxvxjnxxxxxskhh
01,15,f,fffnqfwrffhffff
07,10,g,gpggzgggdkk
04,08,v,vvvgbvvbzv
01,06,n,cnqnnnb
01,03,k,skzkkdk
10,11,z,zzzzzzzqxhzt
07,16,p,sppdxpdzppppdpvj
09,10,n,nnnnnnnnfnnnnn
03,09,v,vhvtkxzxvjp
07,15,h,rtvchhhhhpdlzthz
05,10,d,njqvdnrdddvptdf
01,05,t,ttgzttll
03,07,l,zwzbwtdllsznz
05,08,t,btvtthtttd
06,07,t,tthtttb
03,17,s,zslvsbrlnqshsrgss
04,07,f,fffffff
02,05,v,vvvvgv
02,04,r,crrr
08,09,k,fklhhzskk
05,09,d,dbddjdddkddddd
02,05,z,svzkzbbkmj
02,04,f,lgwf
02,04,q,mvrzbd
06,13,r,trrrrrrrdgrbrrrjrrx
16,17,g,ggggggggggggggggg
06,15,p,mhpcppnfnplhzjphs
05,10,l,nvllkslllxlllzlj
03,08,l,dclccbslwlslqlll
04,08,v,vvvvvvvv
14,16,v,svvvnvvxvvvqvvvn
08,13,z,zzzzzrmzszfzpzzznzf
09,11,f,ffffffffnfc
04,07,q,qsxfqqc
02,06,h,nhrnhhx
08,12,k,mbkgxkvxqqkk
13,14,c,lclkmkmcdxscww
04,05,p,pppppp
02,04,l,lbzmpv
03,04,g,glggngprsgr
10,15,b,bbbbbbbbbbbbbbbbbbb
11,17,z,zzzzzzzzzzxzzzzzxz
07,08,q,frvqpggq
09,10,f,fffffkbffff
03,12,j,jjjjjjjjjjjjjj
04,05,j,jjbkd
01,02,m,nmdmmmmmmm
14,16,w,wwwwwwwwwwwwwwww
05,09,r,rrkrrwhrrr
02,03,h,hcfh
15,17,w,zmwwwwwwgwwwwwwvwwww
08,13,r,lzfczkplgdpqz
13,14,z,qzzczzkgzzzmztcz
08,09,k,kkstkcrkkmjbklk
12,13,w,bkxwwwwwzwwwwwwwswx
07,08,x,xxxxxxlvxx
02,04,l,wlllsllll
05,06,c,cmccccccv
03,04,p,ppvs
05,12,s,fssssldsssxpvsx
05,12,g,jvqrggdbglpgggkkxgg
07,08,g,ggxgnjgggzbgjg
08,09,p,pcppppppp
05,14,f,bfffhffffhfsfff
02,05,f,fffffff
03,12,x,pxxxxxqkxhdqk
10,13,r,rrrrrrrrrrrrrrrrrr
06,15,x,nmxsfhbcvgvhxlx
05,09,v,vvvvvvvvv
03,05,s,ssdsss
10,15,n,cncwgtrhbnxpkwqzhvdn
10,13,j,nfjjzvzjjqtpx
12,13,j,jjjhjjjjjjjqr
09,12,h,hhhhhhlhhhhhhh
09,11,l,ljlllllfgvlll
01,04,p,gbpp
06,07,x,xtxxxhj
02,17,v,vvvvvcvchvvtpvvvp
01,05,c,bcccgc
02,05,p,ppbxp
02,03,w,wwwjwpjdjw
12,13,p,pmcppzwpkppppppppd
17,18,w,zgbwwwwzdwwswfxcgn
06,14,z,wzlzbdzzzzmzqspbcn
09,15,q,cttgqzglzxdqjhd
01,07,j,rgjrjjjjj
06,09,t,tttttxtttttt
03,05,d,rqkfq
03,12,c,cckwqckkcxcmwvnkz
07,08,z,zzkzdztgzz
03,05,t,wttttt
15,19,b,bbbbbbbbbpbbbrbbbtb
10,11,p,ppppppppprspphppp
05,07,v,nvqvbrfbd
06,08,n,vnnbhgnhn
07,11,r,prfrrhshrszrssr
04,05,z,qrszzht
07,09,z,zzzzzczzzzzz
02,03,l,lxtb
08,10,f,ffffffrfff
10,11,q,qqbgqqqcqqqq
02,09,l,gmflclltxcllzm
08,13,k,xkdglwzksvvdsjzp
07,08,h,hjkbfhsc
13,14,x,xxxxxxxxtxxxjbx
05,14,k,kkgkkkkkkkkkkkkkk
11,13,g,gwpggggggvxgzggg
04,06,j,jjjjfj
02,03,b,bxfb
01,02,k,kkkp
09,17,g,ggggggggkggggggghggg
03,04,p,nzpb
05,06,f,fbtfffv
04,10,h,hhhrhhhhhhh
03,11,d,wtddsbhwgfjmtlb
08,09,n,nnnnnnqrm
09,14,c,vchcclvtncscczbccw
07,09,q,qqqqqnlqqqqq
12,13,k,kkkkkckkkkkdh
04,09,v,vvvvvvvnvvvv
02,05,z,hhkzmwhzdfczf
04,05,q,qqqqq
04,12,g,gggggggggggggg
15,16,s,tnrtkspsszsmsmvs
13,16,h,hhhhhhhhhhhhmhhjhhhh
07,09,f,nhkmvtmfdcnfxflk
10,12,t,ttttttttsltw
01,05,t,nttttt
07,08,q,qqqqntqbfqq
06,10,z,zzzzzzzzzrz
10,17,k,kkkkkrkkpkkkkxqvkkdk
02,06,w,wqswjnwkx
09,18,l,fvhwjrrvnfzqvvhdwkpj
02,05,t,rqpxmqmnswvbtp
15,19,l,lfhlllllcbklgblllll
12,13,x,lxzvxxxxxxxrcxxtxxx
04,05,n,nngnb
05,14,j,jjjjjjjjjjjjjx
03,04,q,nqqqb
15,16,p,ppvpppppppppdpfqp
02,10,k,kkkkkkkkkkk
07,08,l,mllllllc
19,20,w,wwwwwwwwwwwwwwwwwhjb
02,04,t,rzmdfqjv
12,13,g,gggkggggvgvgtgg
07,12,b,qtjbzqbxbvsbwz
06,16,d,wmpjjddmtctmxbqd
13,15,c,fcznfkxzkftcfcfj
19,20,n,nnnxnnnnnnnnnnnnnnnn
06,08,x,gmgxxjxmxx
04,06,q,qqqqqpqqqdqqqqqq
03,05,c,cbcdc
06,07,k,ktwkqrkfmkpkkt
09,12,p,ppppppppqpwpp
16,20,c,cccccccccccpfccdcbcl
06,09,q,qqqqqzqqtfq
12,15,w,wwpwwwvrwwwwwzs
09,10,d,zddddhdfdd
11,12,c,cclkzqccxbccglgc
06,11,v,fzswbvbvddvpw
04,11,j,vnkjmztfjvj
02,03,h,jhhp
08,09,r,rrrrrrrrr
01,10,d,dddqdxdxdv
03,09,m,cmmpvmmhmmx
06,07,m,kpxtcmw
02,13,s,scjxbvrxfldhvf
03,11,w,wftqlhxsqhkwxwscrgvp
02,03,r,rrrq
01,02,t,tttd
06,07,b,pbbbbbbbbb
02,06,p,fkxlxnwpmxgtzv
12,14,w,wwlwwclgwwwwwxwwm
04,05,q,qqqkwq
11,16,q,qqqqqqqxqdqqqqqn
02,03,s,sgmmkxgs
04,08,z,zzzzzzzzzz
02,10,g,srnlfvgfdwcjqdspwt
07,10,f,fftfsblffj
05,08,b,sbbmbbxb
04,08,s,hmpvsdsssvsczpw
01,04,h,hghphn
03,07,r,glmxmlnzsfvlr
06,08,n,hncttfmt
03,05,w,wwwww
12,14,f,fhgfnffmmbfjlfq
09,10,q,qqqqqqqqgq
06,07,k,kkkkklkkkckkkkkfk
02,05,s,ssssss
03,08,d,ddlddddsd
06,09,k,kmkkvkkqkjfnkkkk
08,09,p,qpslppfhx
14,15,j,jjjjjjjjjjjjjch
02,05,z,rbqmznmq
07,08,w,wwwwwkwdwnq
04,07,t,cshbkttttt
01,02,f,fqffvffffffffffh
04,05,p,lfpbnvnbjsznxdpwp
01,02,w,wwdczgfzhv
16,19,p,ppppppppppsprpppppwp
02,11,f,mfdlhdgflgz
05,06,h,hhlhvj
02,06,n,nntjzn
03,04,w,wmwj
01,11,g,gggghgggggggggggg
03,04,g,jgjk
02,05,s,sjsss
02,03,h,bkhk
02,13,h,kbkbsjlvqxhfdwpstn
08,13,m,mmmmmmmkmmmmmm
19,20,s,sssspsssssssssssssss
03,07,c,jrrtcgx
15,18,m,mmmmmmmmmmmmmmmggm
05,14,x,ljxbxxxxxrnxxx
14,18,d,pddddjddddkqdmdddcd
01,19,d,tddpndddqdddddqgddd
07,14,b,jfbbcbbpgdbvmb
01,07,h,srvgwthwhhhh
01,04,n,xhqdfnnng
01,02,v,vbvvczs
10,14,g,gggggpgggfgggg
11,14,d,cnddvxddddnddldmf
02,03,d,tddzccmml
02,04,x,whfvct
02,05,s,cshcl
03,11,k,ckgkkkxzkmzjl
10,11,m,mmmmbmmmwkmm
11,12,g,gjwgggnbgggggzggjg
02,16,j,qkdlpxzmqkhxxxfskj
08,09,h,hkhxhhkqt
06,07,w,wwdswwwwwcqlw
02,09,w,bwsgvbwjrv
17,20,t,hknjzjzdwsqkbktkqfts
01,03,c,cjcsqfpgjppcccn
08,09,n,mnnnnznzngnnt
06,08,k,lgckxwkk
03,06,l,lsnldll
08,13,s,svsscsfcdsxvlksxtk
05,06,t,xttzsvtt
09,13,t,ttttstttvjbtr
03,04,s,sqxss
06,14,s,ssscsssssdssssssts
02,15,t,ztddqtbtttlfhttttpt
06,08,b,btbbbvbm
06,08,l,llllllllsllll
01,04,l,zlcv
10,15,f,bfstdfjfffmffffffgc
04,08,z,zzzbzzzvzz
05,07,h,qhmxhkhsjmwzkvh
08,12,f,lfffqffxfrfd
05,14,c,kcjbzhcfmrvrxkpnjd
05,07,b,bbbblbb
03,05,t,tgthtt
05,06,s,ssxssspsc
04,05,z,wzhzz
01,05,b,bbbbbb
04,11,j,sjtbrnspzndg
01,08,g,lbscqdrdtqgmtsg
04,15,c,cdccnpccscclcccccc
04,05,s,smsssz
06,09,b,bbbbbtbbqbk
10,13,h,hhfkhhfhhmhgq
03,04,s,hhsg
12,14,s,ssssssssssssssdss
05,06,w,qfxnvk
04,08,v,fvvvvvvvjs
05,11,f,ffffffffffnff
07,16,d,knfdxddwdddnwdjdddl
12,13,d,dddddddddddrw
16,17,w,wsxwwwwwwwwwwwwltw
06,10,w,wtwjcsjwhgw
02,07,v,spvscsxhjfjfdff
11,14,k,scpskhmkwkqhzm
16,17,m,mqmmmmmfmmzmbmmwg
11,12,p,pppkppppqwpc
02,11,d,ddgssqrdqqdd
05,18,z,wrghzskqlgxqmqczsxvf
13,14,t,tzttttvftrttttkj
12,16,w,hxvdgjwsbclrmrtwxc
01,11,x,bnxdfxgfxfq
09,10,k,mwsnrdbcqrvxlk
01,08,j,qprjjjzlj
17,18,f,fjfffncffffwfdxfgvfd
04,05,j,pjjjc
01,02,j,jjjh
02,04,v,tvpv
08,12,x,fxxxxxxbxxxhx
09,10,f,xfffffffffffffffjnf
01,05,k,vkkknk
03,04,s,qtsrfsvsvsrtc
05,06,z,zzmzkj
01,12,n,snnnnnnnnnnnnnnnn
02,05,m,mjmml
09,11,n,nnnnnnlnnngnnnv
02,03,x,fxxxxckxsrlwhc
05,15,d,rdpjlddjdrddxbddt
05,17,c,bccbbckwvcrmdcqcctcc
06,08,w,wwjwwswrwpnwgxnd
07,10,p,pppppppppppppp
03,18,h,hhlhhjnwhhbhhzhhhthj
02,07,b,llbbcrjbnb
01,06,s,ssbssfkss
02,03,m,zhnmd
10,12,t,ttlttzttllbjtttttt
08,10,w,wwbwwwwwmw
04,05,r,rrrfh
01,04,l,lfblrlpzzlqljlsll
03,04,c,cwcjmh
14,16,h,hhhhjhhhhxhhhlhkxhh
07,08,m,mmvcmqmdmkbmmmn
05,07,m,dwmqmmmkmkm
01,04,d,ddddm
12,16,d,dqlpddwndmrdvdmdghdh
18,20,v,gzqvmvzvcffwbfnvhmnq
04,05,c,cckcc
09,14,x,xxxxthxxgjbxxrx
06,12,z,vkxzzjzzzjfp
11,14,h,hczhgqsbsmtrhf
06,08,x,kjvscxnxfvxbmgnksxq
07,09,k,kvffnskdkdq
06,07,x,xxxxcxx
06,12,m,mrmmmcmjzmftgmmtm
13,17,f,ffqfffffpffqmfnhgbf
08,10,r,rrmjrktmjbrrrrsl
08,13,c,cccccnnrccccvqcnclcc
01,04,t,tttg
13,17,j,jpjjjjjjjjjjtjjjtjz
03,05,r,rrlrl
03,18,c,cjshpccrvfxggcfjsfwq
02,07,l,ldlrxqqbqllgj
01,03,v,bvxr
05,06,t,tttttt
17,19,b,pqbmnhbksnqqxbhlxjcr
04,05,p,ppppp
01,04,m,mmmmmm
01,09,b,vbtbbbbbbfbbqb
06,10,j,fzqldjzgdjrjt
06,07,w,wwwwwwzwwvww
08,09,r,rrrrrrrrrr
05,08,h,xhvjhhlhdwvh
07,10,w,wwwwgwlwwgwwww
05,09,f,lvvfcfqffv
04,06,n,nnnnnr
02,03,c,wdbq
19,20,l,lglllllllllllllvllrl
05,09,z,zzddzzzwz
03,04,d,dkddvdd
10,14,f,fmffffffrsfnfx
04,05,p,pvpwvqplmprp
04,10,c,ctclccccvbcccc
05,06,h,hhhzhh
07,14,g,ggggggggkgggggggwgg
08,11,b,bbrbbxbgbbb
03,04,q,qpxq
02,04,z,xkrv
02,03,m,mmmm
09,10,w,wwwwzwlzwcwwbpfrrf
07,12,t,kthhmbddtbhs
02,04,t,tttjtt
05,07,w,xvwwwwww
10,12,g,gdmgghnkmgggmwjrlgjj
04,06,j,jzknjjt
01,10,v,vvvvvvvvvc
08,11,w,znmpmrffmswnqw
07,12,w,dxpvfwcgwwwwwxwww
03,04,z,zbzzt
04,18,r,frqhkrqbcttrdqkgnr
09,12,s,dssxrzjsfssv
02,04,w,fwjw
11,13,r,kdrrrrrrvrrrqrprr
07,10,g,gggggggggg
01,05,v,vdvvv
19,20,s,vmswvsbspsgsvszssbss
04,05,q,qqqqqq
06,09,l,llrdllwlwlll
09,11,m,mmmdmmmmkmhgmkmmmm
01,03,g,sgfg
12,14,g,gggggggggrggpgggrb
06,09,x,zdzplkrxxkkrjpxnsdzl
14,19,h,htclqdvhdzqhxbhzhkh
02,04,m,wmmmt
03,04,p,sjpp
03,04,h,hhrx
02,03,r,zhlzpzc
14,20,j,nffzpjmqrjbjjfjjmcjl
04,06,w,wmpjwzzd
07,08,q,qqqqqqqq
04,05,n,rgcvfnbn
03,04,g,qgmcgs
04,08,v,vvzlzxhclv
07,08,g,szsgfzgqjnj
12,15,w,wwwwwwwwwwwwkwd
11,12,t,ttttjtttttpz
05,06,q,gdmrqq
05,07,w,nwwwwwrw
01,04,s,srpm
14,18,w,wwwwwfwwwwwwwnwwwrw
07,09,z,zzzsznjzrfzw
03,18,v,vvxvvvkvvvbvvgjvvvv
02,16,p,mmnsdmhhkfqplzcwq
01,02,h,hhlmvhw
07,08,n,nnnznqnn
03,04,n,hnnn
05,06,p,zvbdhnpkcpggvlxppp
03,04,l,lljgll
01,05,d,ndddmddddd
03,04,t,dttt
04,05,m,wmmzm
06,08,m,mhmmmvmwm
08,11,b,wxzvmmvbxqbjb
18,19,x,xdtszmmqxlxzvxgxwvj
15,19,r,rrrrrrrpwfrrrrrrrrrr
09,17,j,jjjjjjrjjjjjjvjjjjqj
02,05,t,nmxwtthqstg
09,17,h,chjkngjkkrnkhgtgv
02,04,r,rrrr
10,16,l,lpdlllmsllfkllll
02,04,g,gxgmg
04,05,h,rnhhh
02,05,j,jqnvqlntsccr
02,06,x,dxdxwxfxfnxx
05,19,s,fsnpsdhkbqnscbdjphf
05,10,v,hclvbnmvwvvcvsgxbdcv
02,10,r,gfczjcpjbdlf
04,09,m,mmmxmmmmmm
04,14,b,bpjgdxbbbvbgbbbb
06,08,w,qhwwbwwww
07,10,x,wjxzxxxfxxs
07,09,w,hwjdwfjgqcwhlwwwwg
03,08,v,vbvwpnmv
01,09,h,chhhhhhdnh
03,04,l,qgllflwhsbq
06,09,q,qzqkqqzqqlfmfq
03,12,m,mmwmvmmmmdmmzlbtmr
03,05,n,nnknwn
07,08,b,bbnbbbxs
02,04,f,fvljfff
12,15,w,wwwwwrwwwwwwwwvwwww
02,04,g,gggmg
01,02,w,wwxwqw
11,18,s,sssssssssscqsssssn
12,15,r,rrcrrrrrrrwlbgrh
09,14,t,ttttwsttrnttthtt
04,05,n,nnnnnnnn
15,16,w,wwwwwwwwwtwwwdwww
07,12,g,qfgjwcggglgggwmlhr
01,15,z,zzsphzzzvzzzbpzzz
14,16,l,llllllllxlllljlsll
03,04,x,xxxx
03,06,w,dhwpjw
02,07,v,zvvkxcvbtwx
02,05,x,whpfx
04,06,f,mfndfc
05,07,z,tznzzzn
03,05,l,jtllld
15,17,d,jbdrdnlqdbdlvzwhbdz
14,18,d,ddddddddddddddddddd
03,04,c,vlvsqxcmjsk
10,14,b,bpbhbbdvblbsfbbrdb
06,07,g,dgmchcbmhhxcbvg
11,15,d,ddddddddddndddqddddd
03,11,g,ggxlggggggfgg
03,05,g,gcrgw
04,08,q,xqlqrqqkk
03,04,x,zrqndxxxf
